current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,sess_num,is_not_last_trial,all_blanks_list
all_stimuli/special515/special_3809.jpg,0,0,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs1/pair_2_4_22.png,1,1,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_30395.jpg,1,2,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_22587.jpg,1,3,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs1/pair_22_nsd_115_2_cocoid_65194.png,1,4,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_48374.jpg,1,5,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_69813.jpg,1,6,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_17463.png,0,7,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_53052.jpg,0,8,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,9,1,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_70427.jpg,0,10,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_36067.jpg,0,11,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_29837.jpg,1,12,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs1/pair_12_16_78.png,1,13,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs1/pair_42_w_icerink2.jpg,1,14,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_14594.jpg,1,15,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_9462.png,0,16,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_25371.jpg,1,17,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_72605.jpg,1,18,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_10907.png,0,19,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_1615_cocoid_29971.png,0,20,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,21,1,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_4786.jpg,0,22,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_23715.jpg,1,23,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_72209.jpg,0,24,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_26909.jpg,0,25,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs1/pair_38_w_arch2.jpg,1,26,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_26163.jpg,0,27,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_44980.jpg,1,28,0,0,15,2,1,"[9, 21, 31, 45, 56, 68, 69]"
