current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,sess_num,is_not_last_trial,all_blanks_list
all_stimuli/MST_pairs1/pair_2_4_89.png,0,0,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_27326.jpg,0,1,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_37494.jpg,0,2,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_3682.jpg,1,3,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_68168.jpg,0,4,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/closest_pairs1/set_2_closest_to_pair_0_image_cocoid_18238.png,0,5,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_6005_cocoid_14049.png,0,6,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_43224.jpg,1,7,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_67168.png,0,8,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,9,1,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_8515_cocoid_32919.png,0,10,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_22495.jpg,0,11,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_12487.png,0,12,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_60251.jpg,0,13,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_63081.png,0,14,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_38829.jpg,0,15,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/closest_pairs1/set_1_closest_to_pair_22_image_cocoid_49566.png,0,16,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_71232.jpg,0,17,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_23729.jpg,1,18,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs1/pair_38_w_arch1.jpg,1,19,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_59994.jpg,0,20,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,21,1,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_40846.jpg,1,22,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_19436.jpg,0,23,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_11333.jpg,0,24,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_30430.jpg,1,25,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_8933.jpg,1,26,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_28524.jpg,1,27,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_6967_cocoid_72999.png,0,28,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_26990.jpg,0,29,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_10107.jpg,0,30,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,31,1,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_61133.jpg,0,32,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_7088_cocoid_29192.png,0,33,0,0,7,2,1,"[9, 21, 31, 45, 56, 68, 69]"
