current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,sess_num,is_not_last_trial,all_blanks_list
all_stimuli/shared1000_notspecial/notspecial_33189.png,0,0,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_52931.jpg,1,1,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_17934.jpg,1,2,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_12798.png,0,3,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_25_nsd_206_2_cocoid_32098.png,1,4,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_45595.jpg,1,5,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_50882.jpg,1,6,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_13846.png,0,7,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_20777.png,0,8,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,9,1,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_8028_cocoid_51597.png,0,10,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_8373_cocoid_66075.png,0,11,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_41_w_gym1.jpg,1,12,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_21_nsd_48_2_cocoid_71030.png,0,13,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_16252.jpg,1,14,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_47598.png,0,15,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_27_nsd_505_1_cocoid_51737.png,1,16,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_36910.jpg,1,17,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/closest_pairs2/set_2_closest_to_pair_1_image_cocoid_6330.png,0,18,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_41_w_gym2.jpg,1,19,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_66004.jpg,1,20,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,21,1,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_25_nsd_206_1_cocoid_53569.png,1,22,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_541_cocoid_552.png,0,23,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_51928.png,0,24,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_47290.jpg,1,25,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_6343_cocoid_971.png,0,26,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_30081.jpg,1,27,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_35_nsd_886_1_cocoid_4409.png,1,28,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_53270.png,0,29,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_18535.png,0,30,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,31,1,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_7_10_89.png,1,32,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_70075.jpg,1,33,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_29_nsd_556_2_cocoid_16087.png,1,34,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_67237.jpg,1,35,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_23_nsd_156_2_cocoid_48192.png,1,36,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_7859.jpg,1,37,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_64979.png,0,38,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_2990.png,0,39,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_45_w_pagoda1.jpg,1,40,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_31028.jpg,1,41,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_63182.jpg,1,42,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_17450.png,0,43,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_56454.png,0,44,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,45,1,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_53489.png,0,46,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_59817.jpg,1,47,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_64483.png,0,48,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_15793.png,0,49,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_42171.jpg,1,50,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_45595.jpg,1,51,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/unchosen_nsd_1000_images/unchosen_783_cocoid_5156.png,0,52,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_19573.png,0,53,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/closest_pairs2/set_1_closest_to_pair_11_image_cocoid_24345.png,0,54,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_21_nsd_48_2_cocoid_71030.png,1,55,0,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,56,1,0,12,3,1,"[9, 21, 31, 45, 56, 68, 69]"
