9.2170 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbf712ab3a0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbf712ab340>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.0039, -0.0039, -0.0039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbf712ab190>, gamma=array([[2.5724],
       [2.1906],
       [2.4422]], dtype=float32), gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fbf7138e0d0>, multiSample=False, name='window1', numSamples=2, pos=[448.0, 280.0], screen=0, size=array([3584, 2240]), stencilBits=0, stereo=False, title='PsychoPy', units='deg', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.2171 	EXP 	window1: mouseVisible = True
9.2171 	EXP 	window1: backgroundImage = ''
9.2171 	EXP 	window1: backgroundFit = 'none'
9.2187 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.2187 	EXP 	window1: recordFrameIntervals = False
9.3832 	EXP 	window1: recordFrameIntervals = True
9.3852 	DATA 	Mouse: Left button down, pos=(876,542)
9.5185 	DATA 	Mouse:  Left button up, pos=(876,542)
9.5664 	EXP 	Screen (0) actual frame rate measured at 60.14Hz
9.5665 	EXP 	window1: recordFrameIntervals = False
9.5670 	EXP 	window1: mouseVisible = False
11.9361 	EXP 	replicate_nsd: status = STARTED
12.3881 	EXP 	window1: mouseVisible = True
12.3954 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
12.3955 	EXP 	window1: mouseVisible = True
12.4163 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
12.8646 	EXP 	window1: mouseVisible = True
12.8677 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_3', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
13.3530 	EXP 	window1: mouseVisible = True
13.3562 	EXP 	Created polygon_4 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_4', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
13.8106 	EXP 	window1: mouseVisible = True
13.8120 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
14.2864 	EXP 	window1: mouseVisible = True
14.3175 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5000000000000001, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='waiting for scanner…', units='deg', win=Window(...), wrapWidth=15.0)
14.3177 	EXP 	window1: mouseVisible = True
14.3319 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
14.7952 	EXP 	window1: mouseVisible = True
14.7987 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
15.7211 	EXP 	window1: mouseVisible = True
15.7241 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_2', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
16.2070 	EXP 	window1: mouseVisible = True
16.2086 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
16.6909 	EXP 	window1: mouseVisible = True
16.6943 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5000000000000001, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='waiting for scanner…', units='deg', win=Window(...), wrapWidth=15.0)
0.0029 	DATA 	Keypress: 1
0.0045 	DATA 	Keypress: 1
0.0056 	DATA 	Keypress: 1
0.0062 	DATA 	Mouse: Left button down, pos=(876,542)
0.0064 	DATA 	Mouse:  Left button up, pos=(876,542)
0.0067 	DATA 	Mouse: Left button down, pos=(876,542)
0.0069 	DATA 	Mouse:  Left button up, pos=(876,542)
0.0071 	DATA 	Mouse: Left button down, pos=(876,542)
0.0074 	DATA 	Mouse:  Left button up, pos=(876,542)
0.0488 	EXP 	text_6: height = 0.5000000000000001
0.0488 	EXP 	text_6: height = 0.5000000000000001
0.0488 	EXP 	text_6: height = 0.5000000000000001
0.0488 	EXP 	text_6: text = 'Press any button to begin the practice trials.'
0.0488 	EXP 	text_6: autoDraw = True
0.0747 	DATA 	Mouse: Left button down, pos=(876,542)
0.1737 	DATA 	Mouse:  Left button up, pos=(876,542)
1.0413 	DATA 	Keypress: space
2.4969 	EXP 	Imported practice_conditions_files/practice_participant78_.csv as conditions, 20 conditions, 3 params
2.4973 	EXP 	Created sequence: sequential, trialTypes=20, nReps=1, seed=None
2.4975 	EXP 	New trial (rep=0, index=0): OrderedDict([('current_image', 'practice_images/paired_image_25_2.png'), ('trial_index', 0), ('is_blank_trial', 0)])
2.5163 	DATA 	Keypress: 1
2.5221 	EXP 	text_6: autoDraw = False
2.5221 	EXP 	image_2: image = 'practice_images/paired_image_25_2.png'
2.5221 	EXP 	polygon_3: autoDraw = True
3.5062 	EXP 	image_2: autoDraw = True
6.4897 	EXP 	New trial (rep=0, index=1): OrderedDict([('current_image', 'practice_images/paired_image_18_1.png'), ('trial_index', 1), ('is_blank_trial', 0)])
6.5060 	EXP 	image_2: autoDraw = False
6.5060 	EXP 	polygon_3: autoDraw = False
6.5060 	EXP 	image_2: autoDraw = False
6.5060 	EXP 	polygon_3: autoDraw = False
6.5060 	EXP 	polygon_4: autoDraw = False
6.5060 	EXP 	image_2: image = 'practice_images/paired_image_18_1.png'
6.5060 	EXP 	polygon_3: autoDraw = True
7.5064 	EXP 	image_2: autoDraw = True
10.4963 	EXP 	New trial (rep=0, index=2): OrderedDict([('current_image', 'practice_images/paired_image_12_1.png'), ('trial_index', 2), ('is_blank_trial', 0)])
10.5096 	EXP 	image_2: autoDraw = False
10.5096 	EXP 	polygon_3: autoDraw = False
10.5096 	EXP 	image_2: autoDraw = False
10.5096 	EXP 	polygon_3: autoDraw = False
10.5096 	EXP 	polygon_4: autoDraw = False
10.5096 	EXP 	image_2: image = 'practice_images/paired_image_12_1.png'
10.5096 	EXP 	polygon_3: autoDraw = True
11.5067 	EXP 	image_2: autoDraw = True
13.0262 	DATA 	Keypress: 2
13.2080 	DATA 	Keypress: 1
13.4748 	DATA 	Keypress: 2
13.6086 	DATA 	Keypress: 1
14.1585 	DATA 	Keypress: 2
14.4915 	EXP 	New trial (rep=0, index=3): OrderedDict([('current_image', 'practice_images/paired_image_20_2.png'), ('trial_index', 3), ('is_blank_trial', 0)])
14.5058 	EXP 	image_2: autoDraw = False
14.5058 	EXP 	polygon_3: autoDraw = False
14.5058 	EXP 	image_2: autoDraw = False
14.5058 	EXP 	polygon_3: autoDraw = False
14.5058 	EXP 	polygon_4: autoDraw = False
14.5058 	EXP 	image_2: image = 'practice_images/paired_image_20_2.png'
14.5058 	EXP 	polygon_3: autoDraw = True
14.5425 	DATA 	Keypress: 1
14.7247 	DATA 	Keypress: 2
14.9080 	DATA 	Keypress: 1
15.1421 	DATA 	Keypress: 2
15.2747 	DATA 	Keypress: 1
15.4936 	DATA 	Keypress: 2
15.5067 	EXP 	image_2: autoDraw = True
15.6750 	DATA 	Keypress: 1
15.9267 	DATA 	Keypress: 2
16.1080 	DATA 	Keypress: 1
16.3418 	DATA 	Keypress: 2
16.7417 	DATA 	Keypress: 1
16.8587 	DATA 	Keypress: 2
17.1267 	DATA 	Keypress: 1
17.2259 	DATA 	Keypress: 2
17.3917 	DATA 	Keypress: 1
17.5917 	DATA 	Keypress: 2
17.7419 	DATA 	Keypress: 1
17.9585 	DATA 	Keypress: 2
18.0749 	DATA 	Keypress: 1
18.3090 	DATA 	Keypress: 1
18.4915 	EXP 	New trial (rep=0, index=4): OrderedDict([('current_image', 'practice_images/paired_image_19_1.png'), ('trial_index', 4), ('is_blank_trial', 0)])
18.5060 	EXP 	image_2: autoDraw = False
18.5060 	EXP 	polygon_3: autoDraw = False
18.5060 	EXP 	image_2: autoDraw = False
18.5060 	EXP 	polygon_3: autoDraw = False
18.5060 	EXP 	polygon_4: autoDraw = False
18.5060 	EXP 	image_2: image = 'practice_images/paired_image_19_1.png'
18.5060 	EXP 	polygon_3: autoDraw = True
18.5751 	DATA 	Keypress: 2
18.8416 	DATA 	Keypress: 1
19.0084 	DATA 	Keypress: 2
19.1588 	DATA 	Keypress: 1
19.3081 	DATA 	Keypress: 2
19.5066 	EXP 	image_2: autoDraw = True
19.5266 	DATA 	Keypress: 1
19.7598 	DATA 	Keypress: 2
19.7927 	DATA 	Keypress: 1
20.0757 	DATA 	Keypress: 2
20.2250 	DATA 	Keypress: 1
20.5595 	DATA 	Keypress: 1
20.6934 	DATA 	Keypress: 2
20.8916 	DATA 	Keypress: 1
21.0767 	DATA 	Keypress: 2
21.1916 	DATA 	Keypress: 1
21.4767 	DATA 	Keypress: 1
21.6601 	DATA 	Keypress: 2
21.8759 	DATA 	Keypress: 1
21.9584 	DATA 	Keypress: 2
22.1756 	DATA 	Keypress: 1
22.2416 	DATA 	Keypress: 2
22.4916 	EXP 	New trial (rep=0, index=5): OrderedDict([('current_image', 'practice_images/paired_image_4_2.png'), ('trial_index', 5), ('is_blank_trial', 0)])
22.5028 	DATA 	Keypress: 1
22.5077 	EXP 	image_2: autoDraw = False
22.5077 	EXP 	polygon_3: autoDraw = False
22.5077 	EXP 	image_2: autoDraw = False
22.5077 	EXP 	polygon_3: autoDraw = False
22.5077 	EXP 	polygon_4: autoDraw = False
22.5077 	EXP 	image_2: image = 'practice_images/paired_image_4_2.png'
22.5077 	EXP 	polygon_3: autoDraw = True
22.5259 	DATA 	Keypress: 2
22.7112 	DATA 	Keypress: 1
23.1268 	DATA 	Keypress: 2
23.4086 	DATA 	Keypress: 1
23.5067 	EXP 	image_2: autoDraw = True
23.7419 	DATA 	Keypress: 2
23.9938 	DATA 	Keypress: 1
24.1930 	DATA 	Keypress: 2
24.3924 	DATA 	Keypress: 1
24.6095 	DATA 	Keypress: 2
24.8099 	DATA 	Keypress: 1
25.0749 	DATA 	Keypress: 2
25.2419 	DATA 	Keypress: 1
25.5082 	DATA 	Keypress: 2
25.6098 	DATA 	Keypress: 1
25.8420 	DATA 	Keypress: 1
26.0431 	DATA 	Keypress: 1
26.2599 	DATA 	Keypress: 1
26.4597 	DATA 	Keypress: 1
26.4914 	EXP 	New trial (rep=0, index=6): OrderedDict([('current_image', 'practice_images/paired_image_22_2.png'), ('trial_index', 6), ('is_blank_trial', 0)])
26.5060 	EXP 	image_2: autoDraw = False
26.5060 	EXP 	polygon_3: autoDraw = False
26.5060 	EXP 	image_2: autoDraw = False
26.5060 	EXP 	polygon_3: autoDraw = False
26.5060 	EXP 	polygon_4: autoDraw = False
26.5060 	EXP 	image_2: image = 'practice_images/paired_image_22_2.png'
26.5060 	EXP 	polygon_3: autoDraw = True
26.7083 	DATA 	Keypress: 1
26.9083 	DATA 	Keypress: 1
27.1094 	DATA 	Keypress: 1
27.3251 	DATA 	Keypress: 1
27.5067 	EXP 	image_2: autoDraw = True
27.5587 	DATA 	Keypress: 1
27.7748 	DATA 	Keypress: 1
28.0251 	DATA 	Keypress: 1
28.2418 	DATA 	Keypress: 1
30.4915 	EXP 	New trial (rep=0, index=7): OrderedDict([('current_image', 'practice_images/paired_image_27_1.png'), ('trial_index', 7), ('is_blank_trial', 0)])
30.5065 	EXP 	image_2: autoDraw = False
30.5065 	EXP 	polygon_3: autoDraw = False
30.5065 	EXP 	image_2: autoDraw = False
30.5065 	EXP 	polygon_3: autoDraw = False
30.5065 	EXP 	polygon_4: autoDraw = False
30.5065 	EXP 	image_2: image = 'practice_images/paired_image_27_1.png'
30.5065 	EXP 	polygon_3: autoDraw = True
31.5068 	EXP 	image_2: autoDraw = True
34.4907 	EXP 	New trial (rep=0, index=8): OrderedDict([('current_image', 'practice_images/paired_image_36_2.png'), ('trial_index', 8), ('is_blank_trial', 0)])
34.5062 	EXP 	image_2: autoDraw = False
34.5062 	EXP 	polygon_3: autoDraw = False
34.5062 	EXP 	image_2: autoDraw = False
34.5062 	EXP 	polygon_3: autoDraw = False
